,title,index,discipline,year,context,files,correctAlternative,alternativesIntroduction,alternatives,dificuldade,tema,subassunto
430,Questão 166 - ENEM 2014,166,matematica,2014,"![](https://enem.dev/2014/questions/166/9eb6c121-ac40-452b-b439-1b2261d6e950.png)

Essa pessoa pretende gastar exatamente R$ 30,00 por mês com telefone.",['https://enem.dev/2014/questions/166/9eb6c121-ac40-452b-b439-1b2261d6e950.png'],C,"Dos planos telefônicos apresentados, qual é o mais vantajoso, em tempo de chamada, para o gasto previsto para essa pessoa?","[{'letter': 'A', 'text': 'A', 'file': None, 'isCorrect': False}, {'letter': 'B', 'text': 'B', 'file': None, 'isCorrect': False}, {'letter': 'C', 'text': 'C', 'file': None, 'isCorrect': True}, {'letter': 'D', 'text': 'D', 'file': None, 'isCorrect': False}, {'letter': 'E', 'text': 'E', 'file': None, 'isCorrect': False}]",Média,Álgebra e Funções,Equações e Funções de 1º Grau
431,Questão 167 - ENEM 2014,167,matematica,2014,Use 3 como valor aproximado para π.,[],E,"A redução do volume da pílula, em milímetros cúbicos, após a reprogramação da máquina, será igual a","[{'letter': 'A', 'text': '168.', 'file': None, 'isCorrect': False}, {'letter': 'B', 'text': '304.', 'file': None, 'isCorrect': False}, {'letter': 'C', 'text': '306.', 'file': None, 'isCorrect': False}, {'letter': 'D', 'text': '378.', 'file': None, 'isCorrect': False}, {'letter': 'E', 'text': '514.', 'file': None, 'isCorrect': True}]",Média,Geometria Espacial,"Volume e Área de Prismas, Cilindros, Cones, Pirâmides e Esferas"
432,Questão 168 - ENEM 2014,168,matematica,2014,"O Brasil é um país com uma vantagem econômica clara no terreno dos recursos naturais, dispondo de uma das maiores áreas com vocação agrícola do mundo. Especialistas calculam que, dos 853 milhões de hectares do país, as cidades, as reservas indígenas e as áreas de preservação, incluindo florestas e mananciais, cubram por volta de 470 milhões de hectares. Aproximadamente 280 milhões se destinam à agropecuária, 200 milhões para pastagens e 80 milhões para a agricultura, somadas as lavouras anuais e as perenes, como o café e a fruticultura.

FORTES, G. Recuperação de pastagens é alternativa para ampliar cultivos. **Folha de S. Paulo**, 30 out. 2011.",[],D,"De acordo com os dados apresentados, o percentual correspondente à área utilizada para agricultura em relação à área do território brasileiro é mais próximo de","[{'letter': 'A', 'text': '32,8%', 'file': None, 'isCorrect': False}, {'letter': 'B', 'text': '28,6%', 'file': None, 'isCorrect': False}, {'letter': 'C', 'text': '10,7%', 'file': None, 'isCorrect': False}, {'letter': 'D', 'text': '9,4%', 'file': None, 'isCorrect': True}, {'letter': 'E', 'text': '8,0%', 'file': None, 'isCorrect': False}]",Fácil,Matemática Básica,Porcentagem
433,Questão 169 - ENEM 2014,169,matematica,2014,"![](https://enem.dev/2014/questions/169/b44d9617-dc63-4685-b986-350085211e6d.png)

Deseja-se reproduzi-la numa folha de papel retangular com 42 cm de comprimento e 30 cm de altura, deixando livres 3 cm em cada margem, conforme a Figura 2.

![](https://enem.dev/2014/questions/169/763670f1-6c10-4db7-bc89-5871441c12b6.png)

A reprodução da gravura deve ocupar o máximo possível da região disponível, mantendo-se as proporções da Figura 1

PRADO, A. C. **Superinteressante**, ed. 301, fev. 2012 (adaptado).","['https://enem.dev/2014/questions/169/b44d9617-dc63-4685-b986-350085211e6d.png', 'https://enem.dev/2014/questions/169/763670f1-6c10-4db7-bc89-5871441c12b6.png']",D,A escala da gravura reproduzida na folha de papel é,"[{'letter': 'A', 'text': '1 : 3.', 'file': None, 'isCorrect': False}, {'letter': 'B', 'text': '1 : 4.', 'file': None, 'isCorrect': False}, {'letter': 'C', 'text': '1 : 20.', 'file': None, 'isCorrect': False}, {'letter': 'D', 'text': '1 : 25.', 'file': None, 'isCorrect': True}, {'letter': 'E', 'text': '1 : 32.', 'file': None, 'isCorrect': False}]",Média,Matemática Básica,Escala
434,Questão 170 - ENEM 2014,170,matematica,2014,"![](https://enem.dev/2014/questions/170/3ce1ab6e-11a1-45d0-a43f-cf84e9fc4e79.png)

Em seguida, retira-se o cilindro de madeira do meio do papel enrolado, finalizando a confecção do diploma. Considere que a espessura da folha de papel original seja desprezível.",['https://enem.dev/2014/questions/170/3ce1ab6e-11a1-45d0-a43f-cf84e9fc4e79.png'],D,"Qual é a medida, em centímetros, do lado da folha de papel usado na confecção do diploma?","[{'letter': 'A', 'text': 'Π d', 'file': None, 'isCorrect': False}, {'letter': 'B', 'text': '2π d', 'file': None, 'isCorrect': False}, {'letter': 'C', 'text': '4π d', 'file': None, 'isCorrect': False}, {'letter': 'D', 'text': '5π d', 'file': None, 'isCorrect': True}, {'letter': 'E', 'text': '10π d', 'file': None, 'isCorrect': False}]",Média,Geometria Espacial,"Volume e Área de Prismas, Cilindros, Cones, Pirâmides e Esferas"
435,Questão 171 - ENEM 2014,171,matematica,2014,,[],C,"No caso de carga máxima, as cargas recebidas pelos três pontos de sustentação serão, respectivamente,","[{'letter': 'A', 'text': '1,8 t; 8,4 t; 1,8 t.', 'file': None, 'isCorrect': False}, {'letter': 'B', 'text': '3,0 t; 6,0 t; 3,0 t.', 'file': None, 'isCorrect': False}, {'letter': 'C', 'text': '2,4 t; 7,2 t; 2,4 t.', 'file': None, 'isCorrect': True}, {'letter': 'D', 'text': '3,6 t; 4,8 t; 3,6 t.', 'file': None, 'isCorrect': False}, {'letter': 'E', 'text': '4,2 t; 3,6 t; 4,2 t.', 'file': None, 'isCorrect': False}]",Difícil,Álgebra e Funções,Equações e Funções de 1º e 2º Grau
436,Questão 172 - ENEM 2014,172,matematica,2014,"![](https://enem.dev/2014/questions/172/d8842865-9aae-47ac-87d3-7eb78f57f384.png)

Disponível em: www.culturaperuana.com.br. Acesse em: 13 dez. 2012.",['https://enem.dev/2014/questions/172/d8842865-9aae-47ac-87d3-7eb78f57f384.png'],C,"O número da representação do quipus da Figura 2, em base decimal, é","[{'letter': 'A', 'text': '364.', 'file': None, 'isCorrect': False}, {'letter': 'B', 'text': '463.', 'file': None, 'isCorrect': False}, {'letter': 'C', 'text': '3 064.', 'file': None, 'isCorrect': True}, {'letter': 'D', 'text': '3 640.', 'file': None, 'isCorrect': False}, {'letter': 'E', 'text': '4 603.', 'file': None, 'isCorrect': False}]",Média,Matemática Básica,Potenciação/Radiciação
437,Questão 173 - ENEM 2014,173,matematica,2014,,[],E,"Qual é o valor, em metros quadrados, da área coberta pelo terreno da piscina?","[{'letter': 'A', 'text': '8', 'file': None, 'isCorrect': False}, {'letter': 'B', 'text': '80', 'file': None, 'isCorrect': False}, {'letter': 'C', 'text': '800', 'file': None, 'isCorrect': False}, {'letter': 'D', 'text': '8 000', 'file': None, 'isCorrect': False}, {'letter': 'E', 'text': '80 000', 'file': None, 'isCorrect': True}]",Fácil,Geometria Plana,Áreas de Figuras Planas
438,Questão 174 - ENEM 2014,174,matematica,2014,"O secretário de saúde comprará recipientes de um mesmo tipo, de modo a instalar 20 deles em cada escola, abastecidos com álcool em gel na sua capacidade máxima, de forma a utilizar todo o gel dos galões de uma só vez.",[],C,Que tipo de recipiente o secretário de saúde deve comprar?,"[{'letter': 'A', 'text': 'I', 'file': None, 'isCorrect': False}, {'letter': 'B', 'text': 'II', 'file': None, 'isCorrect': False}, {'letter': 'C', 'text': 'III', 'file': None, 'isCorrect': True}, {'letter': 'D', 'text': 'IV', 'file': None, 'isCorrect': False}, {'letter': 'E', 'text': 'V', 'file': None, 'isCorrect': False}]",Média,Geometria Espacial,"Volume e Área de Prismas, Cilindros, Cones, Pirâmides e Esferas"
439,Questão 175 - ENEM 2014,175,matematica,2014,,[],A,"De acordo com as informações, o intervalo das porcentagens que representam a variação total possível de P é","[{'letter': 'A', 'text': '[35 ; 63].', 'file': None, 'isCorrect': True}, {'letter': 'B', 'text': '[40 ; 63].', 'file': None, 'isCorrect': False}, {'letter': 'C', 'text': '[50 ; 70].', 'file': None, 'isCorrect': False}, {'letter': 'D', 'text': '[50 ; 90].', 'file': None, 'isCorrect': False}, {'letter': 'E', 'text': '[70 ; 90].', 'file': None, 'isCorrect': False}]",Difícil,Matemática Básica,Porcentagem
440,Questão 176 - ENEM 2014,176,matematica,2014,![](https://enem.dev/2014/questions/176/26bc065f-aefd-4edc-9fec-d2a1027ddf48.png),['https://enem.dev/2014/questions/176/26bc065f-aefd-4edc-9fec-d2a1027ddf48.png'],A,Em que dia dessa semana a quantidade total de bactérias nesse ambiente de cultura foi máxima?,"[{'letter': 'A', 'text': 'Terça-feira.', 'file': None, 'isCorrect': True}, {'letter': 'B', 'text': 'Quarta-feira.', 'file': None, 'isCorrect': False}, {'letter': 'C', 'text': 'Quinta-feira.', 'file': None, 'isCorrect': False}, {'letter': 'D', 'text': 'Sexta-feira.', 'file': None, 'isCorrect': False}, {'letter': 'E', 'text': 'Domingo.', 'file': None, 'isCorrect': False}]",Fácil,Estatística e Probabilidade,Análise de Gráficos/Tabelas
441,Questão 177 - ENEM 2014,177,matematica,2014,![](https://enem.dev/2014/questions/177/0a4df606-c0a5-4bac-b988-67ea996fa475.png),['https://enem.dev/2014/questions/177/0a4df606-c0a5-4bac-b988-67ea996fa475.png'],B,Quantos minutos essa torneira levará para encher completamente o restante do depósito?,"[{'letter': 'A', 'text': '8', 'file': None, 'isCorrect': False}, {'letter': 'B', 'text': '10', 'file': None, 'isCorrect': True}, {'letter': 'C', 'text': '16', 'file': None, 'isCorrect': False}, {'letter': 'D', 'text': '18', 'file': None, 'isCorrect': False}, {'letter': 'E', 'text': '24', 'file': None, 'isCorrect': False}]",Média,Geometria Espacial,Volume e Área de Prismas / Unidades de Medida e Vazão
442,Questão 178 - ENEM 2014,178,matematica,2014,,[],A,Qual deve ser a ação desse proprietário para que ele atinja o seu objetivo?,"[{'letter': 'A', 'text': 'Retirar 16 células.', 'file': None, 'isCorrect': True}, {'letter': 'B', 'text': 'Retirar 40 células.', 'file': None, 'isCorrect': False}, {'letter': 'C', 'text': 'Acrescentar 5 células.', 'file': None, 'isCorrect': False}, {'letter': 'D', 'text': 'Acrescentar 20 células.', 'file': None, 'isCorrect': False}, {'letter': 'E', 'text': 'Acrescentar 40 células.', 'file': None, 'isCorrect': False}]",Média,Matemática Básica,Razão e Proporção
443,Questão 179 - ENEM 2014,179,matematica,2014,,[],B,A quantia que essa pessoa levava semanalmente para fazer a compra era,"[{'letter': 'A', 'text': 'R$ 166,00.', 'file': None, 'isCorrect': False}, {'letter': 'B', 'text': 'R$ 156,00.', 'file': None, 'isCorrect': True}, {'letter': 'C', 'text': 'R$ 84,00.', 'file': None, 'isCorrect': False}, {'letter': 'D', 'text': 'R$ 46,00.', 'file': None, 'isCorrect': False}, {'letter': 'E', 'text': 'R$ 24,00.', 'file': None, 'isCorrect': False}]",Média,Matemática Básica,Razão e Proporção
444,Questão 180 - ENEM 2014,180,matematica,2014,,[],D,"Para que o executivo chegue à cidade A no horário correto e admitindo que não haja atrasos, ele deve pegar um voo saindo da cidade B, em horário local de B, no máximo à(s)","[{'letter': 'A', 'text': '16h.', 'file': None, 'isCorrect': False}, {'letter': 'B', 'text': '10h.', 'file': None, 'isCorrect': False}, {'letter': 'C', 'text': '7h.', 'file': None, 'isCorrect': False}, {'letter': 'D', 'text': '4h.', 'file': None, 'isCorrect': True}, {'letter': 'E', 'text': '1h.', 'file': None, 'isCorrect': False}]",Média,Matemática Básica,Razão e Proporção
445,Questão 136 - ENEM 2013,136,matematica,2013,![](https://enem.dev/2013/questions/136/2b7178ab-7991-4b9d-9232-a6f9dadd475c.png),['https://enem.dev/2013/questions/136/2b7178ab-7991-4b9d-9232-a6f9dadd475c.png'],E,"Utilizando 0,26 como valor aproximado para a tangente de 15° e duas casas decimais nas operações, descobre-se que a área da base desse prédio ocupa na avenida um espaço","[{'letter': 'A', 'text': 'Menor que 100 m²', 'file': None, 'isCorrect': False}, {'letter': 'B', 'text': 'Entre 100 m² e 300 m²', 'file': None, 'isCorrect': False}, {'letter': 'C', 'text': 'Entre 300 m² e 500 m²', 'file': None, 'isCorrect': False}, {'letter': 'D', 'text': 'Entre 500 m² e 700 m²', 'file': None, 'isCorrect': False}, {'letter': 'E', 'text': 'Maior que 700 m²', 'file': None, 'isCorrect': True}]",Média,Combinatória e Trigonometria,Razões Trigonométricas no Triângulo Retângulo
446,Questão 137 - ENEM 2013,137,matematica,2013,![](https://enem.dev/2013/questions/137/53209063-0069-498a-9bb1-2a6e28fcbaec.png),['https://enem.dev/2013/questions/137/53209063-0069-498a-9bb1-2a6e28fcbaec.png'],B,"Utilizando um novo critério, essa banca avaliadora resolveu descartar a maior e a menor notas atribuídas ao professor. A nova média, em relação à média anterior, é","[{'letter': 'A', 'text': '0,25 ponto maior.', 'file': None, 'isCorrect': False}, {'letter': 'B', 'text': '1,00 ponto maior.', 'file': None, 'isCorrect': True}, {'letter': 'C', 'text': '1,00 ponto menor.', 'file': None, 'isCorrect': False}, {'letter': 'D', 'text': '1,25 ponto maior.', 'file': None, 'isCorrect': False}, {'letter': 'E', 'text': '2,00 pontos menor.', 'file': None, 'isCorrect': False}]",Média,Estatística e Probabilidade,Média (Aritmética/Ponderada)
447,Questão 138 - ENEM 2013,138,matematica,2013,,[],A,O coeficiente de melhora da alteração recomendada é:,"[{'letter': 'A', 'text': None, 'file': 'https://enem.dev/2013/questions/138/5d194d75-3537-44ca-a717-a3a797eab3be.bmp', 'isCorrect': True}, {'letter': 'B', 'text': None, 'file': 'https://enem.dev/2013/questions/138/a67a68da-6453-497a-8e78-0c33a1c20fb5.bmp', 'isCorrect': False}, {'letter': 'C', 'text': None, 'file': 'https://enem.dev/2013/questions/138/2854e931-9b7c-441c-9652-567df9eee479.bmp', 'isCorrect': False}, {'letter': 'D', 'text': None, 'file': 'https://enem.dev/2013/questions/138/aaa5d51e-8cdf-479e-bc3e-a1d2332e4d55.bmp', 'isCorrect': False}, {'letter': 'E', 'text': None, 'file': 'https://enem.dev/2013/questions/138/e3ac6ce3-9ba0-4cf0-b0d7-bdc11bca203c.bmp', 'isCorrect': False}]",Média,Matemática Básica,Razão e Proporção
448,Questão 139 - ENEM 2013,139,matematica,2013,,[],C,"Qual foi o valor mais aproximado do total de água desperdiçada nesse período, em litros?","[{'letter': 'A', 'text': '0,2', 'file': None, 'isCorrect': False}, {'letter': 'B', 'text': '1,2', 'file': None, 'isCorrect': False}, {'letter': 'C', 'text': '1,4', 'file': None, 'isCorrect': True}, {'letter': 'D', 'text': '12,9', 'file': None, 'isCorrect': False}, {'letter': 'E', 'text': '64,8', 'file': None, 'isCorrect': False}]",Média,Geometria Espacial,Unidades de Medida e Vazão
449,Questão 140 - ENEM 2013,140,matematica,2013,![](https://enem.dev/2013/questions/140/085223cd-1821-447a-a43f-41a21e311320.png),['https://enem.dev/2013/questions/140/085223cd-1821-447a-a43f-41a21e311320.png'],D,"Os tipos de arroz, feijão, soja e milho que devem ser escolhidos pelo comerciante são, respectivamente,","[{'letter': 'A', 'text': 'A, A, A, A.', 'file': None, 'isCorrect': False}, {'letter': 'B', 'text': 'A, B, A, B.', 'file': None, 'isCorrect': False}, {'letter': 'C', 'text': 'A, B, B, A.', 'file': None, 'isCorrect': False}, {'letter': 'D', 'text': 'B, A, A, B.', 'file': None, 'isCorrect': True}, {'letter': 'E', 'text': 'B, B, B, B.', 'file': None, 'isCorrect': False}]",Média,Estatística e Probabilidade,Análise de Gráficos/Tabelas
450,Questão 141 - ENEM 2013,141,matematica,2013,![](https://enem.dev/2013/questions/141/3cf638d1-7d15-4696-b092-de676c4e6701.png),['https://enem.dev/2013/questions/141/3cf638d1-7d15-4696-b092-de676c4e6701.png'],C,"Utilize 1,7 como aproximação para √3
O valor de R, em centímetros, é igual a","[{'letter': 'A', 'text': '64,0', 'file': None, 'isCorrect': False}, {'letter': 'B', 'text': '65,5', 'file': None, 'isCorrect': False}, {'letter': 'C', 'text': '74,0', 'file': None, 'isCorrect': True}, {'letter': 'D', 'text': '81,0', 'file': None, 'isCorrect': False}, {'letter': 'E', 'text': '91,0', 'file': None, 'isCorrect': False}]",Média,Combinatória e Trigonometria,Razões Trigonométricas no Triângulo Retângulo
451,Questão 142 - ENEM 2013,142,matematica,2013,![](https://enem.dev/2013/questions/142/504c21b5-da46-4660-bd8d-bc6e547bf243.png),['https://enem.dev/2013/questions/142/504c21b5-da46-4660-bd8d-bc6e547bf243.png'],D,"Após a análise dos dados, o produtor avaliou que a vaca mais eficiente é a","[{'letter': 'A', 'text': 'Malhada', 'file': None, 'isCorrect': False}, {'letter': 'B', 'text': 'Mamona', 'file': None, 'isCorrect': False}, {'letter': 'C', 'text': 'Maravilha', 'file': None, 'isCorrect': False}, {'letter': 'D', 'text': 'Mateira', 'file': None, 'isCorrect': True}, {'letter': 'E', 'text': 'Mimosa', 'file': None, 'isCorrect': False}]",Fácil,Matemática Básica,Razão e Proporção
452,Questão 143 - ENEM 2013,143,matematica,2013,![](https://enem.dev/2013/questions/143/99ee084f-6759-467b-b6fc-c898787ae9c4.png),['https://enem.dev/2013/questions/143/99ee084f-6759-467b-b6fc-c898787ae9c4.png'],E,Quantos quilômetros esse aluno percorreu na fase de implantação do programa?,"[{'letter': 'A', 'text': '4', 'file': None, 'isCorrect': False}, {'letter': 'B', 'text': '8', 'file': None, 'isCorrect': False}, {'letter': 'C', 'text': '16', 'file': None, 'isCorrect': False}, {'letter': 'D', 'text': '20', 'file': None, 'isCorrect': False}, {'letter': 'E', 'text': '40', 'file': None, 'isCorrect': True}]",Fácil,Matemática Básica,Escala
453,Questão 144 - ENEM 2013,144,matematica,2013,![](https://enem.dev/2013/questions/144/f2d1f08e-1240-4175-ab48-38b49a301a01.png),['https://enem.dev/2013/questions/144/f2d1f08e-1240-4175-ab48-38b49a301a01.png'],C,"Analisando os dados percentuais do gráfico, qual a diferença entre o maior e o menor centro em crescimento no polo das indústrias?","[{'letter': 'A', 'text': '75,28', 'file': None, 'isCorrect': False}, {'letter': 'B', 'text': '64,09', 'file': None, 'isCorrect': False}, {'letter': 'C', 'text': '56,95', 'file': None, 'isCorrect': True}, {'letter': 'D', 'text': '45,76', 'file': None, 'isCorrect': False}, {'letter': 'E', 'text': '30,07', 'file': None, 'isCorrect': False}]",Fácil,Estatística e Probabilidade,Análise de Gráficos/Tabelas
454,Questão 145 - ENEM 2013,145,matematica,2013,![](https://enem.dev/2013/questions/145/e171ead9-f89c-4f21-9cf2-198bc5f20f4f.png),['https://enem.dev/2013/questions/145/e171ead9-f89c-4f21-9cf2-198bc5f20f4f.png'],A,A razão que representa a quantidade de cadeiras reservadas do setor 3 em relação ao total de cadeiras desse mesmo setor é,"[{'letter': 'A', 'text': '17/10', 'file': None, 'isCorrect': True}, {'letter': 'B', 'text': '17/53', 'file': None, 'isCorrect': False}, {'letter': 'C', 'text': '53/70', 'file': None, 'isCorrect': False}, {'letter': 'D', 'text': '53/17', 'file': None, 'isCorrect': False}, {'letter': 'E', 'text': '70/17', 'file': None, 'isCorrect': False}]",Fácil,Matemática Básica,Razão e Proporção
455,Questão 146 - ENEM 2013,146,matematica,2013,![](https://enem.dev/2013/questions/146/573a432a-fdf5-4f17-8e42-d8337154d0aa.png),['https://enem.dev/2013/questions/146/573a432a-fdf5-4f17-8e42-d8337154d0aa.png'],A,"A loja sorteará um brinde entre os compradores do produto A e outro brinde entre os compradores do produto B.
Qual a probabilidade de que os dois sorteados tenham feito suas compras em fevereiro de 2012?","[{'letter': 'A', 'text': '1/20', 'file': None, 'isCorrect': True}, {'letter': 'B', 'text': '3/242', 'file': None, 'isCorrect': False}, {'letter': 'C', 'text': '5/22', 'file': None, 'isCorrect': False}, {'letter': 'D', 'text': '6/25', 'file': None, 'isCorrect': False}, {'letter': 'E', 'text': '7/15', 'file': None, 'isCorrect': False}]",Difícil,Estatística e Probabilidade,Probabilidade Simples e Condicional
456,Questão 147 - ENEM 2013,147,matematica,2013,![](https://enem.dev/2013/questions/147/3167f5c3-7c37-42fc-9abf-e5b01abc1bea.png),['https://enem.dev/2013/questions/147/3167f5c3-7c37-42fc-9abf-e5b01abc1bea.png'],C,A quantidade mínima de rolos que deve ser comprada para cercar esse terreno é,"[{'letter': 'A', 'text': '6', 'file': None, 'isCorrect': False}, {'letter': 'B', 'text': '7', 'file': None, 'isCorrect': False}, {'letter': 'C', 'text': '8', 'file': None, 'isCorrect': True}, {'letter': 'D', 'text': '11', 'file': None, 'isCorrect': False}, {'letter': 'E', 'text': '12', 'file': None, 'isCorrect': False}]",Média,Geometria Plana,Áreas de Figuras Planas
457,Questão 148 - ENEM 2013,148,matematica,2013,"Um dos grandes problemas enfrentados nas rodovias brasileiras é o excesso de carga transportada pelos caminhões. Dimensionado para o tráfego dentro dos limites legais de carga, o piso das estradas se deteriora com o peso excessivo dos caminhões. Além disso, o excesso de carga interfere na capacidade de frenagem  
e no funcionamento da suspensão do veículo, causas frequentes de acidentes.

Ciente dessa responsabilidade e com base na experiência adquirida com pesagens, um caminhoneiro sabe que seu caminhão pode carregar, no máximo, 1 500 telhas ou 1 200 tijolos.",[],D,"Considerando esse caminhão carregado com 900 telhas, quantos tijolos, no máximo, podem ser acrescentados à carga de modo a não ultrapassar a carga máxima do caminhão?","[{'letter': 'A', 'text': '300 tijolos', 'file': None, 'isCorrect': False}, {'letter': 'B', 'text': '360 tijolos', 'file': None, 'isCorrect': False}, {'letter': 'C', 'text': '400 tijolos', 'file': None, 'isCorrect': False}, {'letter': 'D', 'text': '480 tijolos', 'file': None, 'isCorrect': True}, {'letter': 'E', 'text': '600 tijolos', 'file': None, 'isCorrect': False}]",Média,Matemática Básica,Razão e Proporção
458,Questão 149 - ENEM 2013,149,matematica,2013,![](https://enem.dev/2013/questions/149/8fe1bcbf-df0c-4081-b00d-efa0564e5fd6.png),['https://enem.dev/2013/questions/149/8fe1bcbf-df0c-4081-b00d-efa0564e5fd6.png'],D,"A quantidade total de arroz, em toneladas, que deverá ser produzida no período de 2012 a 2021 será de","[{'letter': 'A', 'text': '497,25.', 'file': None, 'isCorrect': False}, {'letter': 'B', 'text': '500,85.', 'file': None, 'isCorrect': False}, {'letter': 'C', 'text': '502,87.', 'file': None, 'isCorrect': False}, {'letter': 'D', 'text': '558,75.', 'file': None, 'isCorrect': True}, {'letter': 'E', 'text': '563,25.', 'file': None, 'isCorrect': False}]",Média,Álgebra e Funções,Progressão Aritmética (PA) e Geométrica (PG)
459,Questão 150 - ENEM 2013,150,matematica,2013,"Numa escola com 1 200 alunos foi realizada uma pesquisa sobre o conhecimento desses em duas línguas estrangeiras, inglês e espanhol.

Nessa pesquisa constatou-se que 600 alunos falam inglês, 500 falam espanhol e 300 não falam qualquer um desses idiomas.",[],A,"Escolhendo-se um aluno dessa escola ao acaso e sabendo-se que ele não fala inglês, qual a probabilidade de que esse aluno fale espanhol?","[{'letter': 'A', 'text': '1/2', 'file': None, 'isCorrect': True}, {'letter': 'B', 'text': '5/8', 'file': None, 'isCorrect': False}, {'letter': 'C', 'text': '1/4', 'file': None, 'isCorrect': False}, {'letter': 'D', 'text': '5/6', 'file': None, 'isCorrect': False}, {'letter': 'E', 'text': '5/14', 'file': None, 'isCorrect': False}]",Difícil,Estatística e Probabilidade,Probabilidade Simples e Condicional
460,Questão 151 - ENEM 2013,151,matematica,2013,"Durante uma aula de Matemática, o professor sugere aos alunos que seja fixado um sistema de coordenadas cartesianas (x, y) e representa na lousa a descrição de cinco conjuntos algébricos, I, II, III, IV e V, como se segue:

I — é a circunferência de equação x2 + y2 = 9;  
II — é a parábola de equação y = − x2 − 1, com x variando de −1 a 1;  
III — é o quadrado formado pelos vértices (−2, 1), (−1, 1), (−1, 2) e (−2, 2);  
IV — é o quadrado formado pelos vértices (1, 1), (2, 1), (2, 2) e (1, 2);  
V — é o ponto (0, 0).

A seguir, o professor representa corretamente os cinco conjuntos sobre uma mesma malha quadriculada, composta de quadrados com lados medindo uma unidade de comprimento, cada, obtendo uma figura.",[],E,Qual destas figuras foi desenhada pelo professor?,"[{'letter': 'A', 'text': None, 'file': 'https://enem.dev/2013/questions/151/f9eb65fe-85e3-44ee-8a08-76815609cfaf.png', 'isCorrect': False}, {'letter': 'B', 'text': None, 'file': 'https://enem.dev/2013/questions/151/e55374e0-5345-4883-b02b-0501bb462716.png', 'isCorrect': False}, {'letter': 'C', 'text': None, 'file': 'https://enem.dev/2013/questions/151/e0329894-ff51-4113-9a03-73a775fec7e7.png', 'isCorrect': False}, {'letter': 'D', 'text': None, 'file': 'https://enem.dev/2013/questions/151/7ffe259a-2172-4ab1-b921-c91fd35989fa.png', 'isCorrect': False}, {'letter': 'E', 'text': None, 'file': 'https://enem.dev/2013/questions/151/d362f4ac-dda0-4c50-9c5b-8cd7582bfe09.png', 'isCorrect': True}]",Média,Álgebra e Funções,Equações e Funções de 1º e 2º Grau
461,Questão 152 - ENEM 2013,152,ciencias-humanas,2013,"![](https://enem.dev/2013/questions/152/71519410-35b4-4dde-b1af-d908a8fa58cf.png)

A função real que expressa a parábola, no plano cartesiano da figura, é dada pela lei ![](https://enem.dev/2013/questions/152/85174ec3-b696-45a5-afb4-1ad4fe440d34.png) onde C é a medida da altura do líquido contido na taça,  em centímetros. Sabe-se que o ponto V, na figura, representa o vértice da parábola, localizado sobre o eixo x.","['https://enem.dev/2013/questions/152/71519410-35b4-4dde-b1af-d908a8fa58cf.png', 'https://enem.dev/2013/questions/152/85174ec3-b696-45a5-afb4-1ad4fe440d34.png']",E,"Nessas condições, a altura do líquido contido na taça, em centímetros, é","[{'letter': 'A', 'text': '1', 'file': None, 'isCorrect': False}, {'letter': 'B', 'text': '2', 'file': None, 'isCorrect': False}, {'letter': 'C', 'text': '4', 'file': None, 'isCorrect': False}, {'letter': 'D', 'text': '5', 'file': None, 'isCorrect': False}, {'letter': 'E', 'text': '6', 'file': None, 'isCorrect': True}]",Média,Álgebra e Funções,Equações e Funções de 1º e 2º Grau
462,Questão 153 - ENEM 2013,153,matematica,2013,"Muitos processos fisiológicos e bioquímicos, tais como batimentos cardíacos e taxa de respiração, apresentam escalas construídas a partir da relação entre superfície e massa (ou volume) do animal. Uma dessas escalas, por exemplo, considera que “o cubo da área S da superfície de um mamífero é proporcional ao quadrado de sua massa M”.

HUGHES-HALLETT, D. et al. Cálculo e aplicações. São Paulo: Edgard Blücher, 1999 (adaptado).",[],D,"Isso é equivalente a dizer que, para uma constante k > 0, a área S pode ser escrita em função de M por meio da expressão:","[{'letter': 'A', 'text': None, 'file': 'https://enem.dev/2013/questions/153/34ca8439-c1eb-4c1b-85fa-47f889e16848.png', 'isCorrect': False}, {'letter': 'B', 'text': None, 'file': 'https://enem.dev/2013/questions/153/ad127eb1-01b2-4805-84d0-1e76fd73f986.png', 'isCorrect': False}, {'letter': 'C', 'text': None, 'file': 'https://enem.dev/2013/questions/153/6329c3a6-1980-48c6-9ba7-e67ae5bfe240.png', 'isCorrect': False}, {'letter': 'D', 'text': None, 'file': 'https://enem.dev/2013/questions/153/5c98fa2b-6a4a-4bef-bf66-7b418f8b0431.png', 'isCorrect': True}, {'letter': 'E', 'text': None, 'file': 'https://enem.dev/2013/questions/153/26be7b7d-a85f-4cc8-99c6-2ac12524ba80.png', 'isCorrect': False}]",Média,Álgebra e Funções,Equações e Funções de 1º e 2º Grau
